listing_id,neighborhood_impact_score,hotel_keywords_found,human_keywords_found
1197658504727668493,0,1,1
1197660494243319894,1,2,0
1197733181127884237,0,1,2
1197781632375371990,0,0,0
1198325972550931259,0,0,1
1198480838162018998,0,0,2
1198580043613160135,0,0,0
1198962351991290656,0,0,0
1199133538304934546,0,0,0
1199242381451339573,1,1,0
1201353198181858244,1,1,0
1201431625032059189,0,0,0
1201979665075299779,0,0,0
1202660063470694097,0,0,0
1202680721898834851,-1,1,5
1202707209502764021,0,0,0
1202805309106309290,0,1,2
1202808525101889795,0,0,0
1203274716087341598,0,0,2
1203556451261518953,0,0,1
1203566925431012739,0,0,0
1204954367503352761,0,0,2
1206024203293892908,0,0,0
1206397974269915554,0,1,2
1206413735583567185,0,0,0
1206413735605460526,0,0,1
1206413823448108974,-1,0,3
1206638076342973846,-1,1,5
1207202458741125583,0,1,2
1207977018475391496,0,0,0
1208146302530135927,0,0,2
1208529383772253333,-1,0,4
12086068,-1,0,4
12087891,-1,0,4
1209355220535933410,0,1,1
1209437238194693017,0,0,0
1210175582776054195,0,0,0
1210616606459067476,0,0,1
1210656782618222204,-1,0,4
1212419601383788603,-1,0,4
1212812311428339854,-1,0,6
1213566108306222036,0,0,0
1216447569069156519,1,1,0
1216499066763409379,1,1,0
1216553005219659669,0,0,0
1216586462507266225,0,0,0
1217317108900793213,0,0,0
1218195685735544107,0,0,0
1218611712280497443,1,2,0
1218817,0,0,1
1219507101253411244,-1,0,5
1219665793956425747,0,0,1
12196813,-1,2,5
12198163,0,0,0
1221458000123176387,0,0,0
1221690518617966640,0,0,0
12217315,0,1,2
1222408674071237530,0,1,1
1222608624087395360,0,0,1
12237327,0,1,3
1226110903991790480,0,0,0
12264956,-1,1,4
1228068090962171923,0,1,1
1228068092610141610,0,1,2
1228166893593683193,-1,0,3
